"id","code_type","code","description"
6754,"functional_area_code","PUTTTR","Terminal Reservoirs"
6755,"functional_area_code","CDTSPR","Policy Analysis and Research"
6756,"functional_area_code","CDSP00","Specialized Planning"
6757,"functional_area_code","PUDIPT","Pump Stations/Tanks"
6758,"functional_area_code","PSEMPM","Planning & Mitigation"
6759,"functional_area_code","LACSCP","Copier/Printer Services"
6760,"functional_area_code","CDPN00","General Planning"
6761,"functional_area_code","CDTRBD","Traded Sector Business Development"
6762,"functional_area_code","LASA00","Special Appropriation - City Support Services"
6763,"functional_area_code","TPMAST","Street Preservation"
6764,"functional_area_code","LARCCT","Community Technology"
6765,"functional_area_code","PUASIM","Information Management"
6766,"functional_area_code","LAASCA","CAO's Office"
6767,"functional_area_code","CDNL00","Neighborhood Livability Services"
6768,"functional_area_code","CDCI00","Portland Children's Levy"
6769,"functional_area_code","TPCIPR","Preservation and Rehabilitation"
6770,"functional_area_code","CDEOWF","Workforce Development"
6771,"functional_area_code","CDSPEN","Environmental Planning"
6772,"functional_area_code","CDAPCC","Central City Planning"
6773,"functional_area_code","LAPP00","Property Management"
6774,"functional_area_code","CDEERC","Human Rights Commission"
6775,"functional_area_code","CDCPCM","Portland & Comprehensive Plan"
6776,"functional_area_code","CDPNCD","Code Development"
6777,"functional_area_code","CDASDO","Director's Office"
6778,"functional_area_code","CDSWRE","Solid Waste Residential"
6779,"functional_area_code","LABN00","Benefits"
6780,"functional_area_code","LALS00","Legal Services"
6781,"functional_area_code","PUCSCO","Conservation/Sustainability"
6782,"functional_area_code","LAPFDM","Debt Management"
6783,"functional_area_code","LADISD","Special Delivery"
6784,"functional_area_code","LALT00","License and Tax"
6785,"functional_area_code","TPMAES","Environmental System Maintenance"
6786,"functional_area_code","LAASFS","Finance Services"
6787,"functional_area_code","CDEHFH","Transitional Housing"
6788,"functional_area_code","PUENSR","Stormwater Retrofit"
6789,"functional_area_code","LASCSA","Support Systems & Asset Management"
6790,"functional_area_code","CDSWCS","Customer Services"
6791,"functional_area_code","CDEOCS","Community Services"
6792,"functional_area_code","PSASCH","Chief's Office"
6793,"functional_area_code","TPCS00","Commercial Space"
6794,"functional_area_code","CDTSEG","Climate Policy & Planning"
6795,"functional_area_code","CDHCHO","Homeownership"
6796,"functional_area_code","CDHN00","Human Relations"
6797,"functional_area_code","LAHO00","Hearings Office"
6798,"functional_area_code","CDSPHI","Historic Preservation"
6799,"functional_area_code","CDFM00","Franchise Management"
6800,"functional_area_code","LACRRM","Archives & Records Management"
6801,"functional_area_code","LADIMD","Interoffice Mail"
6802,"functional_area_code","PRSFPP","Spectator Facilities - PGE Park"
6803,"functional_area_code","CDCP00","Comprehensive & Strategic Planning"
6804,"functional_area_code","PSREPB","Pension Benefits"
6805,"functional_area_code","CDEDWF","Workforce Development"
6806,"functional_area_code","PSSFSF","Strategy & Finance"
6807,"functional_area_code","PUASCM","Communications"
6808,"functional_area_code","LAFASP","Facilities Strategic Plan"
6809,"functional_area_code","CDHCNH","NewAffordableRentalHomes"
6810,"functional_area_code","PUHYMT","Mt. Tabor Hydro Project"
6811,"functional_area_code","LAEP00","Enterprise Business Solution Project"
6812,"functional_area_code","PUASED","Employee Development"
5279,"service_area_code","CD","Community Development"
5274,"service_area_code","PR","Parks, Recreation, & Culture"
5277,"service_area_code","TP","Transportation & Parking"
6813,"division_code","ATAT","Office of City Attorney"
6814,"division_code","AUCA","Office of the City Auditor"
6815,"division_code","AUDA","Office of the Chief Deputy Auditor"
6816,"division_code","BOBO","City Budget Office"
6817,"division_code","CBCF","Cable Franchise Regulation"
6818,"division_code","CBMH","Mt Hood Cable Regulatory Commission"
6819,"division_code","CBUF","Utility/Telecom Franchise Management"
6820,"division_code","DRDR","Disability Retirement"
6821,"division_code","DSAS","Administrative Services"
6822,"division_code","DSCS","Customer Service"
6823,"division_code","DSIS","Inspection Services"
6824,"division_code","DSLU","Land Use Services"
6825,"division_code","DSPR","Plan Review and Permitting Services"
6826,"division_code","DSSS","Site Services"
6827,"division_code","ECAD","Emergency Comm Administration"
6828,"division_code","ECOP","Emergency Comm Operations"
6829,"division_code","EMEM","Emergency Management"
6830,"division_code","ESBS","Business Services Group"
6831,"division_code","ESDR","Director"
6832,"division_code","ESEN","Engineering Services Group"
6833,"division_code","ESPP","Pollution Prevention Group"
6834,"division_code","ESWS","Watershed Group"
6835,"division_code","ESWW","Wastewater Group"
6836,"division_code","MFFM","Fund Management"
6837,"division_code","FRCO","Chief's Office"
6838,"division_code","FREO","Emergency Operations"
6839,"division_code","FRMS","Management Services"
6840,"division_code","FRPR","Prevention"
6841,"division_code","FRTS","Training and Safety"
6842,"division_code","GRLG","Legislative"
6843,"division_code","HCMG","Management and Planning"
6844,"division_code","HCPG","Program Delivery"
6845,"division_code","HNHN","Office of Human Relations"
6846,"division_code","MFCP","Citywide Projects"
6847,"division_code","MFDR","Office of the Chief Administrative Officer"
6848,"division_code","MFHR","Human Resources"
6849,"division_code","MFIB","Internal Business Services"
6850,"division_code","MFRB","Bureau of Revenue & Financial Services"
6851,"division_code","MFTS","Technology Services"
6852,"division_code","MYMY","Office of the Mayor"
6853,"division_code","NIAD","Administration"
6854,"division_code","NICP","Crime Prevention"
6855,"division_code","NIIR","Information & Referral"
6856,"division_code","NINL","Neighborhood Livability Services"
6857,"division_code","NINR","Neighborhood Resource Center"
6858,"division_code","OEOE","Office of Equity & Human Rights"
6859,"division_code","PACO","Commissioner of Public Affairs"
6860,"division_code","PKAM","Asset Management"
6861,"division_code","PKCN","City Nature"
6862,"division_code","PKDI","Director's Office"
6863,"division_code","PKLM","Land Management"
6864,"division_code","PKPR","Parks & Recreation Services"
6865,"division_code","PKSB","Strategy, Finance, and Business Development"
6866,"division_code","PKWC","Workforce and Community Development"
6867,"division_code","PLCH","Chief's Office"
6868,"division_code","PLIN","Investigations"
6869,"division_code","PLOP","Operations"
6870,"division_code","PLSB","Services Branch"
6871,"division_code","PNCP","Comprehensive Planning"
6872,"division_code","PNDO","Director's Office"
6873,"division_code","PNDP","District Planning"
6874,"division_code","PNOP","Operations"
6875,"division_code","PNPC","Policy and Code Planning"
6876,"division_code","PNSD","Sustainable Development"
6877,"division_code","PSCO","Commissioner of Public Safety"
6878,"division_code","PUCO","Commissioner of Public Utilities"
6879,"division_code","PWCO","Commissioner of Public Works"
6880,"division_code","MFSA","Office of Management & Finance - Special Approps"
6881,"division_code","SDSD","Sustainable Development"
6882,"division_code","TRDR","Directors Group"
6883,"division_code","TRED","Trans Engr & Development Group"
6884,"division_code","TRMN","Transportation Mainenance Group"
6885,"division_code","TRPP","Modal Coordination"
6886,"division_code","TRTS","Transportation System Group"
6887,"division_code","WAAD","Administration"
6888,"division_code","WABA","Bureau Administrator"
6889,"division_code","WACS","Customer Services"
6890,"division_code","WAEN","Engineering Services"
6891,"division_code","WAFS","Finance and Support Services"
6892,"division_code","WAHP","Hydroelectric Power"
6893,"division_code","WAMC","Maintenance & Construction"
6894,"division_code","WAOP","Operations"
6895,"division_code","WARP","Resource Protection & Planning"
6896,"division_code","ZDFS","Portland Development Commission Grant Management"
6897,"service_area_code","EO","Elected Officials"
