fund_center_code,fund_code,functional_area_code,object_code,fund_center_name,fund_name,functional_area_name,accounting_object_name,service_area_code,program_code,sub_program_code,fund_center,division_code,bureau_code,bureau_name,fiscal_year,amount
MFOP000010,INT_SVC,LAFLMR,PERSONAL,Maintenance & Repair,Internal Service,Maintenance and Repair,Personnel Services,LA,LAFL,LAFLMR,MFOP000010,MFOP,MF,Office of Management & Finance,2013-14,6626751
DSLU000001,SPEC_REV,CDLU00,PERSONAL,Land Use Services,Special Revenue,Land Use Services,Personnel Services,CD,CDLU,CDLU00,DSLU000001,DSLU,DS,Bureau of Development Services,2015-16,6637850
AUDA000006,CAPITAL,CDAI00,FNDXFER,LID Construction Program,Capital Projects,Assessments & Improvements,Fund Transfers - Expense,CD,CDAI,CDAI00,AUDA000006,AUDA,AU,Office of the City Auditor,2010-11,6649722
TRDR000006,DEBT_SVC,TPASBS,BOND,Debt Activity,Debt Service,Business Services,Debt Service,TP,TPAS,TPASBS,TRDR000006,TRDR,TR,Portland Bureau of Transportation,2006-07,6662920
MFOP000010,INT_SVC,LAFLMR,PERSONAL,Maintenance & Repair,Internal Service,Maintenance and Repair,Personnel Services,LA,LAFL,LAFLMR,MFOP000010,MFOP,MF,Office of Management & Finance,2015-16,6664671
TRDR000009,SPEC_REV,TPASBS,FNDXFER,Funds Management,Special Revenue,Business Services,Fund Transfers - Expense,TP,TPAS,TPASBS,TRDR000009,TRDR,TR,Portland Bureau of Transportation,2012-13,6675443
EMEM000001,GENERAL,PSSFSF,EMS,Administration,General Fund,Strategy & Finance,External Materials and Services,PS,PSSF,PSSFSF,EMEM000001,EMEM,EM,Portland Bureau of Emergency Management,2006-07,6685718
FRMS000008,CAPITAL,PSASMS,ENDBAL,Apparatus Maintenance,Capital Projects,Management Services,Unappropriated Fund Balance,PS,PSAS,PSASMS,FRMS000008,FRMS,FR,Portland Fire & Rescue,2011-12,6689287
MFOP000063,ENTERPRISE,PRAS00,BOND,Debt Activity - Arena,Enterprise,Administration & Support,Debt Service,PR,PRAS,PRAS00,MFOP000063,MFOP,MF,Office of Management & Finance,2015-16,6690787
WAEN000011,ENTERPRISE,PUDIFS,CAPITAL,Engineering-Contract Administration,Enterprise,Field Support,Capital Outlay,PU,PUDI,PUDIFS,WAEN000011,WAEN,WA,Portland Water Bureau,2012-13,6714104
PLSB000009,GENERAL,PSDADA,IMS,Information Tech Division,General Fund,Data Access,Internal Materials and Services,PS,PSDA,PSDADA,PLSB000009,PLSB,PL,Portland Police Bureau,2011-12,6719708
TRED000009,SPEC_REV,TPCI00,FNDXFER,Project Management,Special Revenue,Capital Improvements,Fund Transfers - Expense,TP,TPCI,TPCI00,TRED000009,TRED,TR,Portland Bureau of Transportation,2007-08,6720016
PACO000002,SPEC_REV,CDCIIC,ENDBAL,CHIF Administration,Special Revenue,Investing in Children,Unappropriated Fund Balance,CD,CDCI,CDCIIC,PACO000002,PACO,PA,Commissioner of Public Affairs,2009-10,6726950
MFTS000008,INT_SVC,LAASAM,IMS,BTS Bureau Administration,Internal Service,Administration,Internal Materials and Services,LA,LAAS,LAASAM,MFTS000008,MFTS,MF,Office of Management & Finance,2013-14,6765416
TRED000009,SPEC_REV,TPCICM,EMS,Project Management,Special Revenue,Centers and Main Streets,External Materials and Services,TP,TPCI,TPCICM,TRED000009,TRED,TR,Portland Bureau of Transportation,2011-12,6793247
MFOP000014,INT_SVC,LAAQ00,CAPITAL,Replacement,Internal Service,New & Replacement Acquisitions,Capital Outlay,LA,LAAQ,LAAQ00,MFOP000014,MFOP,MF,Office of Management & Finance,2008-09,6815098
TRMN000007,SPEC_REV,TPMAST,IMS,Street Maintenance,Special Revenue,Street Preservation,Internal Materials and Services,TP,TPMA,TPMAST,TRMN000007,TRMN,TR,Portland Bureau of Transportation,2010-11,6835194
PLSB000009,GENERAL,PSDADA,IMS,Information Tech Division,General Fund,Data Access,Internal Materials and Services,PS,PSDA,PSDADA,PLSB000009,PLSB,PL,Portland Police Bureau,2015-16,6845176
PLOP000033,GENERAL,PSTSTS,PERSONAL,Traffic Operations,General Fund,Traffic Safety,Personnel Services,PS,PSTS,PSTSTS,PLOP000033,PLOP,PL,Portland Police Bureau,2012-13,6846160
TRMN000007,SPEC_REV,TPMAST,IMS,Street Maintenance,Special Revenue,Street Preservation,Internal Materials and Services,TP,TPMA,TPMAST,TRMN000007,TRMN,TR,Portland Bureau of Transportation,2013-14,6864665
ATAT000001,GENERAL,LALS00,PERSONAL,Office of City Attorney,General Fund,Legal Services,Personnel Services,LA,LALS,LALS00,ATAT000001,ATAT,AT,Office of the City Attorney,2008-09,6878528
PKDI000002,GENERAL,PRSPBS,IMS,Finance,General Fund,Business Services,Internal Materials and Services,PR,PRSP,PRSPBS,PKDI000002,PKDI,PK,Portland Parks & Recreation,2007-08,6881363
MFCP000001,GENERAL,LAEP00,EMS,Enterprise Business System,General Fund,Enterprise Business Solution Project,External Materials and Services,LA,LAEP,LAEP00,MFCP000001,MFCP,MF,Office of Management & Finance,2007-08,6892792
MFCP000002,INT_SVC,PSPS00,ENDBAL,Public Safety System Revitalization,Internal Service,Public Safety Systems Revitalization Program,Unappropriated Fund Balance,PS,PSPS,PSPS00,MFCP000002,MFCP,MF,Office of Management & Finance,2013-14,6896409
PLSB000009,GENERAL,PSDADA,IMS,Information Tech Division,General Fund,Data Access,Internal Materials and Services,PS,PSDA,PSDADA,PLSB000009,PLSB,PL,Portland Police Bureau,2013-14,6896772
PLIN000011,GENERAL,PSININ,PERSONAL,Detective Division,General Fund,Investigations,Personnel Services,PS,PSIN,PSININ,PLIN000011,PLIN,PL,Portland Police Bureau,2007-08,6898264
TRDR000017,ENTERPRISE,TPOPPG,ENDBAL,Parking Garage Operations,Enterprise,Parking Garage Operations,Unappropriated Fund Balance,TP,TPOP,TPOPPG,TRDR000017,TRDR,TR,Portland Bureau of Transportation,2013-14,6903379
MFOP000036,ENTERPRISE,PRAS00,ENDBAL,Spec Fac Admin,Enterprise,Administration & Support,Unappropriated Fund Balance,PR,PRAS,PRAS00,MFOP000036,MFOP,MF,Office of Management & Finance,2011-12,6910467
ESDR000004,ENTERPRISE,PUPH00,EMS,Portland Harbor Admin,Enterprise,Portland Harbor,External Materials and Services,PU,PUPH,PUPH00,ESDR000004,ESDR,ES,Bureau of Environmental Services,2006-07,6918189
MFCP000001,GENERAL,LAEP00,EMS,Enterprise Business System,General Fund,Enterprise Business Solution Project,External Materials and Services,LA,LAEP,LAEP00,MFCP000001,MFCP,MF,Office of Management & Finance,2006-07,6921522
DRDR000002,TRUST_PEN,PSPE00,IMS,Oregon PERS Contributions,Trust Pension,Oregon PERS Contributions,Internal Materials and Services,PS,PSPE,PSPE00,DRDR000002,DRDR,DR,Bureau of Fire & Police Disability & Retirement,2014-15,6952685
MFTS000008,INT_SVC,LAASAM,IMS,BTS Bureau Administration,Internal Service,Administration,Internal Materials and Services,LA,LAAS,LAASAM,MFTS000008,MFTS,MF,Office of Management & Finance,2014-15,6955408
TRDR000009,SPEC_REV,TPASBS,FNDXFER,Funds Management,Special Revenue,Business Services,Fund Transfers - Expense,TP,TPAS,TPASBS,TRDR000009,TRDR,TR,Portland Bureau of Transportation,2008-09,6959757
MFFM000004,GENERAL,LAFPBE,BOND,Fund Management,General Fund,Budget & Economics,Debt Service,LA,LAFP,LAFPBE,MFFM000004,MFFM,MF,Office of Management & Finance,2013-14,6961081
PLIN000011,GENERAL,PSININ,PERSONAL,Detective Division,General Fund,Investigations,Personnel Services,PS,PSIN,PSININ,PLIN000011,PLIN,PL,Portland Police Bureau,2006-07,7012923
MFFM000004,GENERAL,PSPS00,FNDXFER,Fund Management,General Fund,Public Safety Systems Revitalization Program,Fund Transfers - Expense,PS,PSPS,PSPS00,MFFM000004,MFFM,MF,Office of Management & Finance,2009-10,7015546
MFTS000008,INT_SVC,LAASAM,IMS,BTS Bureau Administration,Internal Service,Administration,Internal Materials and Services,LA,LAAS,LAASAM,MFTS000008,MFTS,MF,Office of Management & Finance,2009-10,7018076
WAEN000011,ENTERPRISE,PUTMTM,CAPITAL,Engineering-Contract Administration,Enterprise,Water Program Treatment,Capital Outlay,PU,PUTM,PUTMTM,WAEN000011,WAEN,WA,Portland Water Bureau,2010-11,7020064
MFFM000005,SPEC_REV,CDASAD,EMS,Debt Activity,Special Revenue,Administration,External Materials and Services,CD,CDAS,CDASAD,MFFM000005,MFFM,MF,Office of Management & Finance,2008-09,7026127
DSAS000001,SPEC_REV,CDDS00,IMS,Administration,Special Revenue,Development Services,Internal Materials and Services,CD,CDDS,CDDS00,DSAS000001,DSAS,DS,Bureau of Development Services,2006-07,7029405
AUDA000009,DEBT_SVC,LADMDM,BOND,Debt Activity,Debt Service,Debt Management,Debt Service,LA,LADM,LADMDM,AUDA000009,AUDA,AU,Office of the City Auditor,2009-10,7038650
HCPG000002,SPEC_REV,CDHCRH,EMS,Program Delivery for Ptld Housing Bureau,Special Revenue,Rehabilitation,External Materials and Services,CD,CDHC,CDHCRH,HCPG000002,HCPG,HC,Portland Housing Bureau,2008-09,7062977
FREO000012,GENERAL,PSEO00,PERSONAL,Suppression Call Shifts,General Fund,Emergency Operations,Personnel Services,PS,PSEO,PSEO00,FREO000012,FREO,FR,Portland Fire & Rescue,2013-14,7064666
MFOP000063,ENTERPRISE,PRAS00,BOND,Debt Activity - Arena,Enterprise,Administration & Support,Debt Service,PR,PRAS,PRAS00,MFOP000063,MFOP,MF,Office of Management & Finance,2012-13,7071057
MFTS000008,INT_SVC,LAIE00,IMS,BTS Bureau Administration,Internal Service,Infrastructure & Engineering,Internal Materials and Services,LA,LAIE,LAIE00,MFTS000008,MFTS,MF,Office of Management & Finance,2008-09,7080856
ESEN000020,ENTERPRISE,PUENAM,EMS,CIP Projects,Enterprise,Asset Systems Management,External Materials and Services,PU,PUEN,PUENAM,ESEN000020,ESEN,ES,Bureau of Environmental Services,2012-13,7083380
MFTS000008,INT_SVC,LAASAM,IMS,BTS Bureau Administration,Internal Service,Administration,Internal Materials and Services,LA,LAAS,LAASAM,MFTS000008,MFTS,MF,Office of Management & Finance,2011-12,7083674
PKDI000004,SPEC_REV,PRSPBS,ENDBAL,Portland Parks Trust,Special Revenue,Business Services,Unappropriated Fund Balance,PR,PRSP,PRSPBS,PKDI000004,PKDI,PK,Portland Parks & Recreation,2015-16,7092150
FRMS000008,CAPITAL,PSASMS,ENDBAL,Apparatus Maintenance,Capital Projects,Management Services,Unappropriated Fund Balance,PS,PSAS,PSASMS,FRMS000008,FRMS,FR,Portland Fire & Rescue,2010-11,7121000
PACO000002,SPEC_REV,CDCIIC,EMS,CHIF Administration,Special Revenue,Investing in Children,External Materials and Services,CD,CDCI,CDCIIC,PACO000002,PACO,PA,Commissioner of Public Affairs,2008-09,7130250
DRDR000004,TRUST_PEN,PSAS00,ENDBAL,Administration,Trust Pension,Administration & Support,Unappropriated Fund Balance,PS,PSAS,PSAS00,DRDR000004,DRDR,DR,Bureau of Fire & Police Disability & Retirement,2006-07,7132690
DRDR000004,TRUST_PEN,PSAS00,ENDBAL,Administration,Trust Pension,Administration & Support,Unappropriated Fund Balance,PS,PSAS,PSAS00,DRDR000004,DRDR,DR,Bureau of Fire & Police Disability & Retirement,2008-09,7152885
MFOP000037,CAPITAL,PSAS00,CAPITAL,Renovation Projects,Capital Projects,Administration & Support,Capital Outlay,PS,PSAS,PSAS00,MFOP000037,MFOP,MF,Office of Management & Finance,2008-09,7173450
FREO000012,GENERAL,PSEO00,PERSONAL,Suppression Call Shifts,General Fund,Emergency Operations,Personnel Services,PS,PSEO,PSEO00,FREO000012,FREO,FR,Portland Fire & Rescue,2009-10,7211698
TRMN000007,SPEC_REV,TPMAST,IMS,Street Maintenance,Special Revenue,Street Preservation,Internal Materials and Services,TP,TPMA,TPMAST,TRMN000007,TRMN,TR,Portland Bureau of Transportation,2015-16,7218113
PLIN000011,GENERAL,PSININ,PERSONAL,Detective Division,General Fund,Investigations,Personnel Services,PS,PSIN,PSININ,PLIN000011,PLIN,PL,Portland Police Bureau,2008-09,7254171
MFRB000001,SPEC_REV,LARCLT,ENDBAL,License and Tax Division,Special Revenue,License and Tax,Unappropriated Fund Balance,LA,LARC,LARCLT,MFRB000001,MFRB,MF,Office of Management & Finance,2012-13,7259407
ATAT000001,GENERAL,LALS00,PERSONAL,Office of City Attorney,General Fund,Legal Services,Personnel Services,LA,LALS,LALS00,ATAT000001,ATAT,AT,Office of the City Attorney,2009-10,7265656
TRDR000009,SPEC_REV,TPASBS,FNDXFER,Funds Management,Special Revenue,Business Services,Fund Transfers - Expense,TP,TPAS,TPASBS,TRDR000009,TRDR,TR,Portland Bureau of Transportation,2014-15,7304071
MFCP000002,CAPITAL,PSPS00,ENDBAL,Public Safety System Revitalization,Capital Projects,Public Safety Systems Revitalization Program,Unappropriated Fund Balance,PS,PSPS,PSPS00,MFCP000002,MFCP,MF,Office of Management & Finance,2010-11,7312564
ATAT000001,GENERAL,LALS00,PERSONAL,Office of City Attorney,General Fund,Legal Services,Personnel Services,LA,LALS,LALS00,ATAT000001,ATAT,AT,Office of the City Attorney,2010-11,7320411
MFOP000036,ENTERPRISE,PRAS00,ENDBAL,Spec Fac Admin,Enterprise,Administration & Support,Unappropriated Fund Balance,PR,PRAS,PRAS00,MFOP000036,MFOP,MF,Office of Management & Finance,2008-09,7351833
MFOP000036,ENTERPRISE,PRAS00,ENDBAL,Spec Fac Admin,Enterprise,Administration & Support,Unappropriated Fund Balance,PR,PRAS,PRAS00,MFOP000036,MFOP,MF,Office of Management & Finance,2010-11,7369750
AUDA000009,DEBT_SVC,LADMDM,BOND,Debt Activity,Debt Service,Debt Management,Debt Service,LA,LADM,LADMDM,AUDA000009,AUDA,AU,Office of the City Auditor,2014-15,7382952
ESBS000001,ENTERPRISE,PUENAM,EMS,Business Services Financial Management,Enterprise,Asset Systems Management,External Materials and Services,PU,PUEN,PUENAM,ESBS000001,ESBS,ES,Bureau of Environmental Services,2007-08,7383100
TRED000009,SPEC_REV,TPCICM,EMS,Project Management,Special Revenue,Centers and Main Streets,External Materials and Services,TP,TPCI,TPCICM,TRED000009,TRED,TR,Portland Bureau of Transportation,2008-09,7387344
TRTS000003,SPEC_REV,TPOPSG,EMS,Signals & Street Lighting,Special Revenue,Traffic Signals,External Materials and Services,TP,TPOP,TPOPSG,TRTS000003,TRTS,TR,Portland Bureau of Transportation,2007-08,7396303
AUDA000009,DEBT_SVC,LADMDM,BOND,Debt Activity,Debt Service,Debt Management,Debt Service,LA,LADM,LADMDM,AUDA000009,AUDA,AU,Office of the City Auditor,2011-12,7426352
CBCF000001,SPEC_REV,CDCC00,ENDBAL,Cable Regulatory Service,Special Revenue,Cable Communications,Unappropriated Fund Balance,CD,CDCC,CDCC00,CBCF000001,CBCF,CB,Office for Community Technology,2011-12,7439826
ESEN000020,ENTERPRISE,PUENAM,PERSONAL,CIP Projects,Enterprise,Asset Systems Management,Personnel Services,PU,PUEN,PUENAM,ESEN000020,ESEN,ES,Bureau of Environmental Services,2010-11,7461048
PKDI000003,SPEC_REV,PRSPBS,ENDBAL,Parks Local Option Levy,Special Revenue,Business Services,Unappropriated Fund Balance,PR,PRSP,PRSPBS,PKDI000003,PKDI,PK,Portland Parks & Recreation,2008-09,7473642
PLSB000009,GENERAL,PSDADA,IMS,Information Tech Division,General Fund,Data Access,Internal Materials and Services,PS,PSDA,PSDADA,PLSB000009,PLSB,PL,Portland Police Bureau,2014-15,7483566
AUDA000009,DEBT_SVC,LADMDM,BOND,Debt Activity,Debt Service,Debt Management,Debt Service,LA,LADM,LADMDM,AUDA000009,AUDA,AU,Office of the City Auditor,2008-09,7494208
MFRB000001,SPEC_REV,LARCLT,EMS,License and Tax Division,Special Revenue,License and Tax,External Materials and Services,LA,LARC,LARCLT,MFRB000001,MFRB,MF,Office of Management & Finance,2009-10,7508186
MFRB000001,SPEC_REV,LARCLT,EMS,License and Tax Division,Special Revenue,License and Tax,External Materials and Services,LA,LARC,LARCLT,MFRB000001,MFRB,MF,Office of Management & Finance,2008-09,7516663
WAEN000011,ENTERPRISE,PUDIFS,CAPITAL,Engineering-Contract Administration,Enterprise,Field Support,Capital Outlay,PU,PUDI,PUDIFS,WAEN000011,WAEN,WA,Portland Water Bureau,2015-16,7518258
WAEN000011,ENTERPRISE,PUDIPT,CAPITAL,Engineering-Contract Administration,Enterprise,Pump Stations/Tanks,Capital Outlay,PU,PUDI,PUDIPT,WAEN000011,WAEN,WA,Portland Water Bureau,2015-16,7533408
FREO000012,GENERAL,PSEO00,PERSONAL,Suppression Call Shifts,General Fund,Emergency Operations,Personnel Services,PS,PSEO,PSEO00,FREO000012,FREO,FR,Portland Fire & Rescue,2006-07,7550448
MFRB000001,SPEC_REV,LARCLT,ENDBAL,License and Tax Division,Special Revenue,License and Tax,Unappropriated Fund Balance,LA,LARC,LARCLT,MFRB000001,MFRB,MF,Office of Management & Finance,2014-15,7607483
MFOP000062,INT_SVC,LADMDM,BOND,Debt Activity - Facilities,Internal Service,Debt Management,Debt Service,LA,LADM,LADMDM,MFOP000062,MFOP,MF,Office of Management & Finance,2013-14,7609582
MFOP000062,INT_SVC,LADMDM,BOND,Debt Activity - Facilities,Internal Service,Debt Management,Debt Service,LA,LADM,LADMDM,MFOP000062,MFOP,MF,Office of Management & Finance,2014-15,7617607
HCPG000004,SPEC_REV,CDHCHP,EMS,Housing Investment & Portfolio Preservat,Special Revenue,Preservation,External Materials and Services,CD,CDHC,CDHCHP,HCPG000004,HCPG,HC,Portland Housing Bureau,2012-13,7620488
TRMN000007,SPEC_REV,TPMAST,IMS,Street Maintenance,Special Revenue,Street Preservation,Internal Materials and Services,TP,TPMA,TPMAST,TRMN000007,TRMN,TR,Portland Bureau of Transportation,2014-15,7622344
AUDA000009,DEBT_SVC,LADMDM,BOND,Debt Activity,Debt Service,Debt Management,Debt Service,LA,LADM,LADMDM,AUDA000009,AUDA,AU,Office of the City Auditor,2012-13,7640099
MFOP000062,INT_SVC,LADMDM,BOND,Debt Activity - Facilities,Internal Service,Debt Management,Debt Service,LA,LADM,LADMDM,MFOP000062,MFOP,MF,Office of Management & Finance,2015-16,7641013
MFOP000036,ENTERPRISE,PRAS00,ENDBAL,Spec Fac Admin,Enterprise,Administration & Support,Unappropriated Fund Balance,PR,PRAS,PRAS00,MFOP000036,MFOP,MF,Office of Management & Finance,2014-15,7668594
TRED000009,SPEC_REV,TPCIFR,CAPITAL,Project Management,Special Revenue,Freight and Industrial Areas,Capital Outlay,TP,TPCI,TPCIFR,TRED000009,TRED,TR,Portland Bureau of Transportation,2009-10,7727200
MFOP000062,INT_SVC,LADMDM,BOND,Debt Activity - Facilities,Internal Service,Debt Management,Debt Service,LA,LADM,LADMDM,MFOP000062,MFOP,MF,Office of Management & Finance,2012-13,7739594
ESEN000020,ENTERPRISE,PUENPM,PERSONAL,CIP Projects,Enterprise,Capital Program Mgmt & Controls,Personnel Services,PU,PUEN,PUENPM,ESEN000020,ESEN,ES,Bureau of Environmental Services,2013-14,7767364
MFOP000001,INT_SVC,LAASFS,CAPITAL,Finance and Management Services,Internal Service,Finance Services,Capital Outlay,LA,LAAS,LAASFS,MFOP000001,MFOP,MF,Office of Management & Finance,2007-08,7780178
MFRB000001,SPEC_REV,LARCLT,EMS,License and Tax Division,Special Revenue,License and Tax,External Materials and Services,LA,LARC,LARCLT,MFRB000001,MFRB,MF,Office of Management & Finance,2010-11,7879519
MFOP000014,INT_SVC,LAAQRV,CAPITAL,Replacement,Internal Service,Replacement Vehicles,Capital Outlay,LA,LAAQ,LAAQRV,MFOP000014,MFOP,MF,Office of Management & Finance,2006-07,7893731
PKSB000014,CAPITAL,PRINDE,CAPITAL,Systems Development Charges,Capital Projects,Capital Development,Capital Outlay,PR,PRIN,PRINDE,PKSB000014,PKSB,PK,Portland Parks & Recreation,2014-15,7894004
MFOP000036,ENTERPRISE,PRAS00,ENDBAL,Spec Fac Admin,Enterprise,Administration & Support,Unappropriated Fund Balance,PR,PRAS,PRAS00,MFOP000036,MFOP,MF,Office of Management & Finance,2009-10,7896754
ATAT000001,GENERAL,LALS00,PERSONAL,Office of City Attorney,General Fund,Legal Services,Personnel Services,LA,LALS,LALS00,ATAT000001,ATAT,AT,Office of the City Attorney,2012-13,7910358
MFTS000029,INT_SVC,LAEP00,EMS,Business Solutions Overhead,Internal Service,Enterprise Business Solution Project,External Materials and Services,LA,LAEP,LAEP00,MFTS000029,MFTS,MF,Office of Management & Finance,2008-09,7929479
MFRB000001,SPEC_REV,LARCLT,ENDBAL,License and Tax Division,Special Revenue,License and Tax,Unappropriated Fund Balance,LA,LARC,LARCLT,MFRB000001,MFRB,MF,Office of Management & Finance,2015-16,7933928
TRDR000009,SPEC_REV,TPASBS,BOND,Funds Management,Special Revenue,Business Services,Debt Service,TP,TPAS,TPASBS,TRDR000009,TRDR,TR,Portland Bureau of Transportation,2009-10,7937867
MFTS000001,INT_SVC,LACTCT,FNDXFER,CTO Office,Internal Service,CTO Office,Fund Transfers - Expense,LA,LACT,LACTCT,MFTS000001,MFTS,MF,Office of Management & Finance,2009-10,7963999
MFOP000036,ENTERPRISE,PRAS00,ENDBAL,Spec Fac Admin,Enterprise,Administration & Support,Unappropriated Fund Balance,PR,PRAS,PRAS00,MFOP000036,MFOP,MF,Office of Management & Finance,2015-16,7970062
MFOP000062,INT_SVC,LADMDM,BOND,Debt Activity - Facilities,Internal Service,Debt Management,Debt Service,LA,LADM,LADMDM,MFOP000062,MFOP,MF,Office of Management & Finance,2006-07,7991608
ATAT000001,GENERAL,LALS00,PERSONAL,Office of City Attorney,General Fund,Legal Services,Personnel Services,LA,LALS,LALS00,ATAT000001,ATAT,AT,Office of the City Attorney,2011-12,8003606
MFRB000001,SPEC_REV,LARCLT,EMS,License and Tax Division,Special Revenue,License and Tax,External Materials and Services,LA,LARC,LARCLT,MFRB000001,MFRB,MF,Office of Management & Finance,2011-12,8078608
MFCP000002,SPEC_REV,PSPS00,ENDBAL,Public Safety System Revitalization,Special Revenue,Public Safety Systems Revitalization Program,Unappropriated Fund Balance,PS,PSPS,PSPS00,MFCP000002,MFCP,MF,Office of Management & Finance,2009-10,8099795
AUDA000009,DEBT_SVC,LADMDM,BOND,Debt Activity,Debt Service,Debt Management,Debt Service,LA,LADM,LADMDM,AUDA000009,AUDA,AU,Office of the City Auditor,2007-08,8165171
MFFM000004,GENERAL,LAFPBE,BOND,Fund Management,General Fund,Budget & Economics,Debt Service,LA,LAFP,LAFPBE,MFFM000004,MFFM,MF,Office of Management & Finance,2015-16,8190788
TRDR000006,SPEC_REV,TPASBS,BOND,Debt Activity,Special Revenue,Business Services,Debt Service,TP,TPAS,TPASBS,TRDR000006,TRDR,TR,Portland Bureau of Transportation,2012-13,8212462
AUDA000006,CAPITAL,CDAI00,FNDXFER,LID Construction Program,Capital Projects,Assessments & Improvements,Fund Transfers - Expense,CD,CDAI,CDAI00,AUDA000006,AUDA,AU,Office of the City Auditor,2011-12,8251281
HCMG000001,SPEC_REV,CDASDO,ENDBAL,Office of Director,Special Revenue,Director's Office,Unappropriated Fund Balance,CD,CDAS,CDASDO,HCMG000001,HCMG,HC,Portland Housing Bureau,2013-14,8253411
FREO000012,GENERAL,PSEO00,PERSONAL,Suppression Call Shifts,General Fund,Emergency Operations,Personnel Services,PS,PSEO,PSEO00,FREO000012,FREO,FR,Portland Fire & Rescue,2007-08,8255425
PACO000002,SPEC_REV,CDCIIC,EMS,CHIF Administration,Special Revenue,Investing in Children,External Materials and Services,CD,CDCI,CDCIIC,PACO000002,PACO,PA,Commissioner of Public Affairs,2013-14,8260699
TRMN000024,SPEC_REV,TPASFS,EMS,Inventory Control,Special Revenue,Field Support,External Materials and Services,TP,TPAS,TPASFS,TRMN000024,TRMN,TR,Portland Bureau of Transportation,2014-15,8263930
TRDR000017,ENTERPRISE,TPOPPG,ENDBAL,Parking Garage Operations,Enterprise,Parking Garage Operations,Unappropriated Fund Balance,TP,TPOP,TPOPPG,TRDR000017,TRDR,TR,Portland Bureau of Transportation,2010-11,8267019
DSAS000001,SPEC_REV,CDDS00,IMS,Administration,Special Revenue,Development Services,Internal Materials and Services,CD,CDDS,CDDS00,DSAS000001,DSAS,DS,Bureau of Development Services,2007-08,8273171
MFOP000041,INT_SVC,LAOMOM,EMS,Facilities Maintenance Services,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAOM,LAOMOM,MFOP000041,MFOP,MF,Office of Management & Finance,2006-07,8292965
MFHR000013,INT_SVC,LABN00,EMS,PPA Self Insured Plans,Internal Service,Benefits,External Materials and Services,LA,LABN,LABN00,MFHR000013,MFHR,MF,Office of Management & Finance,2006-07,8330216
TRED000012,SPEC_REV,TPOPSO,EMS,Streetcar Operations,Special Revenue,Streetcar Operations,External Materials and Services,TP,TPOP,TPOPSO,TRED000012,TRED,TR,Portland Bureau of Transportation,2014-15,8345318
WAEN000013,ENTERPRISE,PUASBS,CAPITAL,Engineering-CIP Development & Support,Enterprise,Bureau Support,Capital Outlay,PU,PUAS,PUASBS,WAEN000013,WAEN,WA,Portland Water Bureau,2007-08,8350723
TRDR000009,SPEC_REV,TPASBS,FNDXFER,Funds Management,Special Revenue,Business Services,Fund Transfers - Expense,TP,TPAS,TPASBS,TRDR000009,TRDR,TR,Portland Bureau of Transportation,2013-14,8357658
AUDA000009,DEBT_SVC,LADMDM,BOND,Debt Activity,Debt Service,Debt Management,Debt Service,LA,LADM,LADMDM,AUDA000009,AUDA,AU,Office of the City Auditor,2015-16,8371713
MFCP000002,CAPITAL,PSPS00,EMS,Public Safety System Revitalization,Capital Projects,Public Safety Systems Revitalization Program,External Materials and Services,PS,PSPS,PSPS00,MFCP000002,MFCP,MF,Office of Management & Finance,2014-15,8387230
ATAT000001,GENERAL,LALS00,PERSONAL,Office of City Attorney,General Fund,Legal Services,Personnel Services,LA,LALS,LALS00,ATAT000001,ATAT,AT,Office of the City Attorney,2013-14,8390345
PKSB000013,CAPITAL,PRINMN,ENDBAL,Capital Infrastructure Projects,Capital Projects,Maintenance,Unappropriated Fund Balance,PR,PRIN,PRINMN,PKSB000013,PKSB,PK,Portland Parks & Recreation,2010-11,8399994
AUDA000009,DEBT_SVC,LADMDM,BOND,Debt Activity,Debt Service,Debt Management,Debt Service,LA,LADM,LADMDM,AUDA000009,AUDA,AU,Office of the City Auditor,2010-11,8410580
ESEN000020,ENTERPRISE,PUENPM,EMS,CIP Projects,Enterprise,Capital Program Mgmt & Controls,External Materials and Services,PU,PUEN,PUENPM,ESEN000020,ESEN,ES,Bureau of Environmental Services,2011-12,8492327
MFOP000014,INT_SVC,LAFLAQ,CAPITAL,Replacement,Internal Service,New and Replacement Acqs,Capital Outlay,LA,LAFL,LAFLAQ,MFOP000014,MFOP,MF,Office of Management & Finance,2014-15,8546044
WAEN000013,ENTERPRISE,PUASPL,EMS,Engineering-CIP Development & Support,Enterprise,Planning,External Materials and Services,PU,PUAS,PUASPL,WAEN000013,WAEN,WA,Portland Water Bureau,2007-08,8559465
TRED000009,SPEC_REV,TPOPSO,EMS,Project Management,Special Revenue,Streetcar Operations,External Materials and Services,TP,TPOP,TPOPSO,TRED000009,TRED,TR,Portland Bureau of Transportation,2010-11,8588451
PKDI000002,SPEC_REV,PRSPBS,IMS,Finance,Special Revenue,Business Services,Internal Materials and Services,PR,PRSP,PRSPBS,PKDI000002,PKDI,PK,Portland Parks & Recreation,2007-08,8635365
PKSB000013,CAPITAL,PRINDE,CAPITAL,Capital Infrastructure Projects,Capital Projects,Capital Development,Capital Outlay,PR,PRIN,PRINDE,PKSB000013,PKSB,PK,Portland Parks & Recreation,2012-13,8637299
