Fund center code,fund code,functional area code,object code,FY 2015-16,FY 2014-15,FY 2013-14,FY 2012-13,FY 2011-12,FY 2010-11,FY 2009-10,FY 2008-09,FY 2007-08,FY 2006-07,fund center name,Fund Name,functional area name,accounting object name,Service Area Code,Program Code,Sub Program Code,Fund Center,Division Code,Bureau Code,Bureau Name
TRTS000001,SPEC_REV,TPOPTO,IMS,0,0,21,12,139,476,-1658,-292,0,66343,Transportation System Management,Special Revenue,Traffic Operations,Internal Materials and Services,TP,TPOP,TPOPTO,TRTS000001,TRTS,TR,Portland Bureau of Transportation
TRTS000001,SPEC_REV,TPOPTS,PERSONAL,0,0,187305,181460,200815,42157,14926,0,0,0,Transportation System Management,Special Revenue,Traffic Signals,Personnel Services,TP,TPOP,TPOPTS,TRTS000001,TRTS,TR,Portland Bureau of Transportation
TRTS000001,SPEC_REV,TPOPTS,EMS,900,21,-454,4841,25529,6323,1344,0,0,0,Transportation System Management,Special Revenue,Traffic Signals,External Materials and Services,TP,TPOP,TPOPTS,TRTS000001,TRTS,TR,Portland Bureau of Transportation
TRTS000001,SPEC_REV,TPOPTS,IMS,375,0,0,0,355,151,41,0,0,0,Transportation System Management,Special Revenue,Traffic Signals,Internal Materials and Services,TP,TPOP,TPOPTS,TRTS000001,TRTS,TR,Portland Bureau of Transportation
TRTS000002,SPEC_REV,TPCI00,PERSONAL,0,0,0,0,0,0,9680,0,0,0,Traffic Operations,Special Revenue,Capital Improvements,Personnel Services,TP,TPCI,TPCI00,TRTS000002,TRTS,TR,Portland Bureau of Transportation
TRTS000002,SPEC_REV,TPCI00,IMS,0,0,0,0,0,0,6096,0,0,0,Traffic Operations,Special Revenue,Capital Improvements,Internal Materials and Services,TP,TPCI,TPCI00,TRTS000002,TRTS,TR,Portland Bureau of Transportation
TRTS000002,SPEC_REV,TPCINB,PERSONAL,0,0,56,103,-2302,14128,503604,239844,0,0,Traffic Operations,Special Revenue,Neighborhood Livability,Personnel Services,TP,TPCI,TPCINB,TRTS000002,TRTS,TR,Portland Bureau of Transportation
TRTS000002,SPEC_REV,TPCINB,EMS,0,0,0,0,40,41281,244814,185473,0,0,Traffic Operations,Special Revenue,Neighborhood Livability,External Materials and Services,TP,TPCI,TPCINB,TRTS000002,TRTS,TR,Portland Bureau of Transportation
TRTS000002,SPEC_REV,TPCINB,IMS,0,329,0,88,-31252,149680,300647,126433,0,0,Traffic Operations,Special Revenue,Neighborhood Livability,Internal Materials and Services,TP,TPCI,TPCINB,TRTS000002,TRTS,TR,Portland Bureau of Transportation
TRTS000002,SPEC_REV,TPCINB,CAPITAL,0,0,0,0,-17630,139242,0,0,0,0,Traffic Operations,Special Revenue,Neighborhood Livability,Capital Outlay,TP,TPCI,TPCINB,TRTS000002,TRTS,TR,Portland Bureau of Transportation
TRTS000002,SPEC_REV,TPCISU,PERSONAL,0,0,0,0,0,0,50000,0,0,0,Traffic Operations,Special Revenue,CIP Support - Engineering Services,Personnel Services,TP,TPCI,TPCISU,TRTS000002,TRTS,TR,Portland Bureau of Transportation
TRTS000002,SPEC_REV,TPOPAT,EMS,0,-1700,1700,0,0,0,0,0,0,0,Traffic Operations,Special Revenue,Active Transportation,External Materials and Services,TP,TPOP,TPOPAT,TRTS000002,TRTS,TR,Portland Bureau of Transportation
TRTS000002,SPEC_REV,TPOPES,PERSONAL,0,0,0,0,0,0,77,87,0,0,Traffic Operations,Special Revenue,Engineering Services,Personnel Services,TP,TPOP,TPOPES,TRTS000002,TRTS,TR,Portland Bureau of Transportation
TRTS000002,SPEC_REV,TPOPES,IMS,0,0,0,0,0,0,86,0,0,0,Traffic Operations,Special Revenue,Engineering Services,Internal Materials and Services,TP,TPOP,TPOPES,TRTS000002,TRTS,TR,Portland Bureau of Transportation
TRTS000002,SPEC_REV,TPOPIN,PERSONAL,0,0,0,0,0,216332,246822,27751,0,0,Traffic Operations,Special Revenue,Indirect Services,Personnel Services,TP,TPOP,TPOPIN,TRTS000002,TRTS,TR,Portland Bureau of Transportation
TRTS000002,SPEC_REV,TPOPIN,EMS,0,0,0,0,0,4702,13926,345,0,0,Traffic Operations,Special Revenue,Indirect Services,External Materials and Services,TP,TPOP,TPOPIN,TRTS000002,TRTS,TR,Portland Bureau of Transportation
TRTS000002,SPEC_REV,TPOPIN,IMS,0,0,0,0,0,1546,674,52,0,0,Traffic Operations,Special Revenue,Indirect Services,Internal Materials and Services,TP,TPOP,TPOPIN,TRTS000002,TRTS,TR,Portland Bureau of Transportation
TRTS000002,SPEC_REV,TPOPPL,PERSONAL,0,0,0,-36,0,-136,0,0,0,0,Traffic Operations,Special Revenue,Transportation Planning,Personnel Services,TP,TPOP,TPOPPL,TRTS000002,TRTS,TR,Portland Bureau of Transportation
TRTS000002,SPEC_REV,TPOPPO,PERSONAL,0,0,0,0,0,51310,66973,138916,0,0,Traffic Operations,Special Revenue,Parking Operations,Personnel Services,TP,TPOP,TPOPPO,TRTS000002,TRTS,TR,Portland Bureau of Transportation
TRTS000002,SPEC_REV,TPOPPO,EMS,0,0,0,0,0,1204,8584,7216,0,0,Traffic Operations,Special Revenue,Parking Operations,External Materials and Services,TP,TPOP,TPOPPO,TRTS000002,TRTS,TR,Portland Bureau of Transportation
TRTS000002,SPEC_REV,TPOPPO,IMS,0,0,0,0,0,1071,7678,1560,0,0,Traffic Operations,Special Revenue,Parking Operations,Internal Materials and Services,TP,TPOP,TPOPPO,TRTS000002,TRTS,TR,Portland Bureau of Transportation
TRTS000002,SPEC_REV,TPOPSG,PERSONAL,0,0,0,0,0,0,-289,0,0,0,Traffic Operations,Special Revenue,Traffic Signals,Personnel Services,TP,TPOP,TPOPSG,TRTS000002,TRTS,TR,Portland Bureau of Transportation
TRTS000002,SPEC_REV,TPOPTO,PERSONAL,1584279,1670346,1305403,1562396,1994379,1865899,1687816,2945374,4034709,3573582,Traffic Operations,Special Revenue,Traffic Operations,Personnel Services,TP,TPOP,TPOPTO,TRTS000002,TRTS,TR,Portland Bureau of Transportation
TRTS000002,SPEC_REV,TPOPTO,EMS,55405,56881,72280,132070,149906,235269,248253,1114340,1759982,1862373,Traffic Operations,Special Revenue,Traffic Operations,External Materials and Services,TP,TPOP,TPOPTO,TRTS000002,TRTS,TR,Portland Bureau of Transportation
TRTS000002,SPEC_REV,TPOPTO,IMS,306360,229655,272853,199116,546128,519142,538645,135708,0,53809,Traffic Operations,Special Revenue,Traffic Operations,Internal Materials and Services,TP,TPOP,TPOPTO,TRTS000002,TRTS,TR,Portland Bureau of Transportation
TRTS000002,SPEC_REV,TPOPTO,CAPITAL,0,-11808,11808,0,0,0,0,0,0,0,Traffic Operations,Special Revenue,Traffic Operations,Capital Outlay,TP,TPOP,TPOPTO,TRTS000002,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPCI00,IMS,0,0,0,0,0,0,0,-1013,0,0,Signals & Street Lighting,Special Revenue,Capital Improvements,Internal Materials and Services,TP,TPCI,TPCI00,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPCIAM,PERSONAL,143082,75494,8162,0,0,0,0,0,0,0,Signals & Street Lighting,Special Revenue,Asset Management,Personnel Services,TP,TPCI,TPCIAM,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPCIAM,EMS,499865,41670,1558,0,0,0,0,0,0,0,Signals & Street Lighting,Special Revenue,Asset Management,External Materials and Services,TP,TPCI,TPCIAM,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPCIAM,IMS,154253,83329,5887,0,0,0,0,0,0,0,Signals & Street Lighting,Special Revenue,Asset Management,Internal Materials and Services,TP,TPCI,TPCIAM,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPCIAM,CAPITAL,5500,0,0,0,0,0,0,0,0,0,Signals & Street Lighting,Special Revenue,Asset Management,Capital Outlay,TP,TPCI,TPCIAM,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPCIAM,FNDXFER,0,-890000,0,0,0,0,0,0,0,0,Signals & Street Lighting,Special Revenue,Asset Management,Fund Transfers - Expense,TP,TPCI,TPCIAM,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPCIHL,PERSONAL,0,-7,0,0,0,0,0,0,0,0,Signals & Street Lighting,Special Revenue,Health & Livability,Personnel Services,TP,TPCI,TPCIHL,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPCILO,PERSONAL,0,-1,-1,0,0,20,14079,0,0,0,Signals & Street Lighting,Special Revenue,Local Street Development,Personnel Services,TP,TPCI,TPCILO,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPCILO,EMS,0,0,0,0,0,4408,2500,0,0,0,Signals & Street Lighting,Special Revenue,Local Street Development,External Materials and Services,TP,TPCI,TPCILO,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPCILO,IMS,0,0,0,0,0,14,11943,0,0,0,Signals & Street Lighting,Special Revenue,Local Street Development,Internal Materials and Services,TP,TPCI,TPCILO,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPCINB,PERSONAL,0,0,0,0,5613,735,3068,0,0,0,Signals & Street Lighting,Special Revenue,Neighborhood Livability,Personnel Services,TP,TPCI,TPCINB,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPCINB,EMS,0,0,0,0,9182,12878,85639,0,0,0,Signals & Street Lighting,Special Revenue,Neighborhood Livability,External Materials and Services,TP,TPCI,TPCINB,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPCINB,IMS,0,0,0,0,5471,365,2418,0,0,0,Signals & Street Lighting,Special Revenue,Neighborhood Livability,Internal Materials and Services,TP,TPCI,TPCINB,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPCIPR,PERSONAL,79780,30999,215965,122152,250368,252974,103668,101766,0,0,Signals & Street Lighting,Special Revenue,Preservation and Rehabilitation,Personnel Services,TP,TPCI,TPCIPR,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPCIPR,EMS,107631,228673,117968,165059,1097094,421728,216160,317118,0,0,Signals & Street Lighting,Special Revenue,Preservation and Rehabilitation,External Materials and Services,TP,TPCI,TPCIPR,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPCIPR,IMS,3239430,3744025,449533,167173,231434,683540,192743,141796,0,0,Signals & Street Lighting,Special Revenue,Preservation and Rehabilitation,Internal Materials and Services,TP,TPCI,TPCIPR,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPCIPR,CAPITAL,1543893,1773095,0,333970,3151530,1947931,4300,0,0,0,Signals & Street Lighting,Special Revenue,Preservation and Rehabilitation,Capital Outlay,TP,TPCI,TPCIPR,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPCISA,EMS,0,-337,337,0,0,0,0,0,0,0,Signals & Street Lighting,Special Revenue,Safety,External Materials and Services,TP,TPCI,TPCISA,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPCISC,PERSONAL,48039,6141,3645,0,13890,4554,43355,20631,0,0,Signals & Street Lighting,Special Revenue,Safety and Congestion Management,Personnel Services,TP,TPCI,TPCISC,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPCISC,EMS,501,834,7295,0,0,3553,37319,934978,0,0,Signals & Street Lighting,Special Revenue,Safety and Congestion Management,External Materials and Services,TP,TPCI,TPCISC,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPCISC,IMS,3347,1502,1630,0,17039,601,10347,5515,0,0,Signals & Street Lighting,Special Revenue,Safety and Congestion Management,Internal Materials and Services,TP,TPCI,TPCISC,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPCISC,CAPITAL,454240,0,0,0,0,113,394533,0,0,0,Signals & Street Lighting,Special Revenue,Safety and Congestion Management,Capital Outlay,TP,TPCI,TPCISC,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPCISU,PERSONAL,0,0,0,0,0,-634,0,0,0,0,Signals & Street Lighting,Special Revenue,CIP Support - Engineering Services,Personnel Services,TP,TPCI,TPCISU,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPMAEM,PERSONAL,0,0,0,116,104238,2134316,1034309,308723,0,0,Signals & Street Lighting,Special Revenue,Electrical Maintenance,Personnel Services,TP,TPMA,TPMAEM,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPMAEM,EMS,0,0,0,0,191778,361941,158300,-16069,0,0,Signals & Street Lighting,Special Revenue,Electrical Maintenance,External Materials and Services,TP,TPMA,TPMAEM,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPMAEM,IMS,0,0,0,0,-6971,836023,416447,175774,0,0,Signals & Street Lighting,Special Revenue,Electrical Maintenance,Internal Materials and Services,TP,TPMA,TPMAEM,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPMAIN,PERSONAL,0,0,0,0,0,-2077,282345,53705,0,0,Signals & Street Lighting,Special Revenue,Indirect Services,Personnel Services,TP,TPMA,TPMAIN,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPMAIN,EMS,0,0,0,0,0,0,16133,17,0,0,Signals & Street Lighting,Special Revenue,Indirect Services,External Materials and Services,TP,TPMA,TPMAIN,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPMAIN,IMS,0,0,0,0,0,0,6048,0,0,0,Signals & Street Lighting,Special Revenue,Indirect Services,Internal Materials and Services,TP,TPMA,TPMAIN,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPMAST,IMS,0,0,0,0,0,-2842,0,0,0,0,Signals & Street Lighting,Special Revenue,Street Preservation,Internal Materials and Services,TP,TPMA,TPMAST,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPOPIN,PERSONAL,0,0,0,0,0,-7687,296097,12950,0,0,Signals & Street Lighting,Special Revenue,Indirect Services,Personnel Services,TP,TPOP,TPOPIN,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPOPIN,EMS,0,0,0,0,0,0,13653,6957,0,0,Signals & Street Lighting,Special Revenue,Indirect Services,External Materials and Services,TP,TPOP,TPOPIN,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPOPIN,IMS,0,0,0,0,0,0,6046,1015,0,0,Signals & Street Lighting,Special Revenue,Indirect Services,Internal Materials and Services,TP,TPOP,TPOPIN,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPOPOP,IMS,0,0,0,0,0,0,-12466,0,0,0,Signals & Street Lighting,Special Revenue,Transportation Options,Internal Materials and Services,TP,TPOP,TPOPOP,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPOPPO,PERSONAL,0,0,0,0,0,0,0,92189,0,0,Signals & Street Lighting,Special Revenue,Parking Operations,Personnel Services,TP,TPOP,TPOPPO,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPOPPO,EMS,0,0,0,0,0,0,0,20519,0,0,Signals & Street Lighting,Special Revenue,Parking Operations,External Materials and Services,TP,TPOP,TPOPPO,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPOPPO,IMS,0,0,0,0,0,0,0,11856,0,0,Signals & Street Lighting,Special Revenue,Parking Operations,Internal Materials and Services,TP,TPOP,TPOPPO,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPOPSG,PERSONAL,1056511,952316,1054962,1234921,1192471,1424260,1620314,3059314,3472522,3168227,Signals & Street Lighting,Special Revenue,Traffic Signals,Personnel Services,TP,TPOP,TPOPSG,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPOPSG,EMS,352988,500728,324236,301600,330668,419826,-64058,2773753,7396303,6359336,Signals & Street Lighting,Special Revenue,Traffic Signals,External Materials and Services,TP,TPOP,TPOPSG,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPOPSG,IMS,70360,87967,65529,-94130,-97758,-4863,335772,147466,0,259491,Signals & Street Lighting,Special Revenue,Traffic Signals,Internal Materials and Services,TP,TPOP,TPOPSG,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPOPSG,CAPITAL,0,0,0,0,168916,-168916,0,0,-1151,39982,Signals & Street Lighting,Special Revenue,Traffic Signals,Capital Outlay,TP,TPOP,TPOPSG,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPOPSG,BOND,0,0,0,0,0,0,0,0,30090,384664,Signals & Street Lighting,Special Revenue,Traffic Signals,Debt Service,TP,TPOP,TPOPSG,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPOPSG,FNDXFER,0,6463056,0,0,0,97888,800000,0,26280,123177,Signals & Street Lighting,Special Revenue,Traffic Signals,Fund Transfers - Expense,TP,TPOP,TPOPSG,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPOPSL,PERSONAL,901543,839410,654206,620644,595025,641606,529621,192852,0,0,Signals & Street Lighting,Special Revenue,Street Lighting,Personnel Services,TP,TPOP,TPOPSL,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPOPSL,EMS,3453397,5339175,6025667,5999431,6034965,6481088,5483371,3950007,0,0,Signals & Street Lighting,Special Revenue,Street Lighting,External Materials and Services,TP,TPOP,TPOPSL,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPOPSL,IMS,34272,5323,6202,7466,7169,7654,6937,18811,0,0,Signals & Street Lighting,Special Revenue,Street Lighting,Internal Materials and Services,TP,TPOP,TPOPSL,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPOPSL,CAPITAL,1470867,0,0,0,0,0,0,0,0,0,Signals & Street Lighting,Special Revenue,Street Lighting,Capital Outlay,TP,TPOP,TPOPSL,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPOPSL,FNDXFER,0,-5573056,0,0,0,0,0,0,0,0,Signals & Street Lighting,Special Revenue,Street Lighting,Fund Transfers - Expense,TP,TPOP,TPOPSL,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPOPTS,PERSONAL,0,0,0,0,0,-3292,267966,96815,0,0,Signals & Street Lighting,Special Revenue,Traffic Signals,Personnel Services,TP,TPOP,TPOPTS,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPOPTS,EMS,0,0,0,0,0,0,39913,35255,0,0,Signals & Street Lighting,Special Revenue,Traffic Signals,External Materials and Services,TP,TPOP,TPOPTS,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000003,SPEC_REV,TPOPTS,IMS,0,0,0,0,0,0,25769,17239,0,0,Signals & Street Lighting,Special Revenue,Traffic Signals,Internal Materials and Services,TP,TPOP,TPOPTS,TRTS000003,TRTS,TR,Portland Bureau of Transportation
TRTS000004,SPEC_REV,TPOPIN,PERSONAL,0,0,0,0,0,398043,462765,22382,0,0,Parking Enforcement,Special Revenue,Indirect Services,Personnel Services,TP,TPOP,TPOPIN,TRTS000004,TRTS,TR,Portland Bureau of Transportation
TRTS000004,SPEC_REV,TPOPIN,EMS,0,0,0,0,0,733,2322,1434,0,0,Parking Enforcement,Special Revenue,Indirect Services,External Materials and Services,TP,TPOP,TPOPIN,TRTS000004,TRTS,TR,Portland Bureau of Transportation
TRTS000004,SPEC_REV,TPOPIN,IMS,0,0,0,0,0,0,0,188,0,0,Parking Enforcement,Special Revenue,Indirect Services,Internal Materials and Services,TP,TPOP,TPOPIN,TRTS000004,TRTS,TR,Portland Bureau of Transportation
TRTS000004,SPEC_REV,TPOPPE,PERSONAL,259239,212996,796437,1421431,3850058,3086639,3076194,3351590,3258140,3218535,Parking Enforcement,Special Revenue,Parking Enforcement,Personnel Services,TP,TPOP,TPOPPE,TRTS000004,TRTS,TR,Portland Bureau of Transportation
TRTS000004,SPEC_REV,TPOPPE,EMS,6133,1996,1193,3040,125366,127923,139733,142057,132494,215129,Parking Enforcement,Special Revenue,Parking Enforcement,External Materials and Services,TP,TPOP,TPOPPE,TRTS000004,TRTS,TR,Portland Bureau of Transportation
TRTS000004,SPEC_REV,TPOPPE,IMS,406559,135946,53598,257606,265301,226740,234009,153524,0,20615,Parking Enforcement,Special Revenue,Parking Enforcement,Internal Materials and Services,TP,TPOP,TPOPPE,TRTS000004,TRTS,TR,Portland Bureau of Transportation
TRTS000004,SPEC_REV,TPOPPK,PERSONAL,4638173,4410591,3823090,2932411,0,0,0,0,0,0,Parking Enforcement,Special Revenue,Parking Program,Personnel Services,TP,TPOP,TPOPPK,TRTS000004,TRTS,TR,Portland Bureau of Transportation
TRTS000004,SPEC_REV,TPOPPK,EMS,274809,665617,196589,200833,0,0,0,0,0,0,Parking Enforcement,Special Revenue,Parking Program,External Materials and Services,TP,TPOP,TPOPPK,TRTS000004,TRTS,TR,Portland Bureau of Transportation
TRTS000004,SPEC_REV,TPOPPK,IMS,60816,312763,246055,11252,0,0,0,0,0,0,Parking Enforcement,Special Revenue,Parking Program,Internal Materials and Services,TP,TPOP,TPOPPK,TRTS000004,TRTS,TR,Portland Bureau of Transportation
TRTS000004,SPEC_REV,TPOPPK,CAPITAL,39319,0,0,0,0,0,0,0,0,0,Parking Enforcement,Special Revenue,Parking Program,Capital Outlay,TP,TPOP,TPOPPK,TRTS000004,TRTS,TR,Portland Bureau of Transportation
TRTS000004,SPEC_REV,TPOPPO,EMS,0,0,0,0,0,0,0,3149,0,0,Parking Enforcement,Special Revenue,Parking Operations,External Materials and Services,TP,TPOP,TPOPPO,TRTS000004,TRTS,TR,Portland Bureau of Transportation
TRTS000004,SPEC_REV,TPOPPO,IMS,0,0,0,0,0,0,0,6949,0,0,Parking Enforcement,Special Revenue,Parking Operations,Internal Materials and Services,TP,TPOP,TPOPPO,TRTS000004,TRTS,TR,Portland Bureau of Transportation
TRTS000005,SPEC_REV,TPCIEC,PERSONAL,118382,13486,0,0,0,0,0,0,0,0,Parking Operations,Special Revenue,Economic Vitality,Personnel Services,TP,TPCI,TPCIEC,TRTS000005,TRTS,TR,Portland Bureau of Transportation
TRTS000005,SPEC_REV,TPCIEC,EMS,1903109,113393,0,0,0,0,0,0,0,0,Parking Operations,Special Revenue,Economic Vitality,External Materials and Services,TP,TPCI,TPCIEC,TRTS000005,TRTS,TR,Portland Bureau of Transportation
TRTS000005,SPEC_REV,TPCIEC,IMS,157857,20067,0,0,0,0,0,0,0,0,Parking Operations,Special Revenue,Economic Vitality,Internal Materials and Services,TP,TPCI,TPCIEC,TRTS000005,TRTS,TR,Portland Bureau of Transportation
TRTS000005,SPEC_REV,TPCISP,PERSONAL,0,0,0,416,0,0,0,175,0,0,Parking Operations,Special Revenue,Special Projects,Personnel Services,TP,TPCI,TPCISP,TRTS000005,TRTS,TR,Portland Bureau of Transportation
TRTS000005,SPEC_REV,TPCISP,EMS,0,0,0,0,-1652400,4996201,30000,1904158,0,0,Parking Operations,Special Revenue,Special Projects,External Materials and Services,TP,TPCI,TPCISP,TRTS000005,TRTS,TR,Portland Bureau of Transportation
TRTS000005,SPEC_REV,TPCISP,IMS,0,0,0,308,0,0,0,0,0,0,Parking Operations,Special Revenue,Special Projects,Internal Materials and Services,TP,TPCI,TPCISP,TRTS000005,TRTS,TR,Portland Bureau of Transportation
TRTS000005,SPEC_REV,TPCISP,CAPITAL,0,0,0,0,2914262,0,2047500,88085,0,0,Parking Operations,Special Revenue,Special Projects,Capital Outlay,TP,TPCI,TPCISP,TRTS000005,TRTS,TR,Portland Bureau of Transportation
TRTS000005,SPEC_REV,TPOPPE,IMS,0,0,0,0,-228,0,0,0,0,0,Parking Operations,Special Revenue,Parking Enforcement,Internal Materials and Services,TP,TPOP,TPOPPE,TRTS000005,TRTS,TR,Portland Bureau of Transportation
TRTS000005,SPEC_REV,TPOPPK,PERSONAL,2773778,2741048,2100604,1430037,0,0,0,0,0,0,Parking Operations,Special Revenue,Parking Program,Personnel Services,TP,TPOP,TPOPPK,TRTS000005,TRTS,TR,Portland Bureau of Transportation
TRTS000005,SPEC_REV,TPOPPK,EMS,3732105,3044719,2946294,2148553,0,0,0,0,0,0,Parking Operations,Special Revenue,Parking Program,External Materials and Services,TP,TPOP,TPOPPK,TRTS000005,TRTS,TR,Portland Bureau of Transportation
TRTS000005,SPEC_REV,TPOPPK,IMS,417794,459891,488220,443228,0,0,0,0,0,0,Parking Operations,Special Revenue,Parking Program,Internal Materials and Services,TP,TPOP,TPOPPK,TRTS000005,TRTS,TR,Portland Bureau of Transportation
TRTS000005,SPEC_REV,TPOPPK,FNDXFER,0,-35600,0,0,0,0,0,0,0,0,Parking Operations,Special Revenue,Parking Program,Fund Transfers - Expense,TP,TPOP,TPOPPK,TRTS000005,TRTS,TR,Portland Bureau of Transportation
TRTS000005,SPEC_REV,TPOPPO,PERSONAL,76556,-247618,78401,1074996,1339845,1558588,1411306,1394951,1003184,1022692,Parking Operations,Special Revenue,Parking Operations,Personnel Services,TP,TPOP,TPOPPO,TRTS000005,TRTS,TR,Portland Bureau of Transportation
TRTS000005,SPEC_REV,TPOPPO,EMS,10020,380,-5883,257314,587076,1202124,1414613,521926,2992729,755728,Parking Operations,Special Revenue,Parking Operations,External Materials and Services,TP,TPOP,TPOPPO,TRTS000005,TRTS,TR,Portland Bureau of Transportation
TRTS000005,SPEC_REV,TPOPPO,IMS,14000,21885,8255,82984,131660,193658,178019,79812,0,1027,Parking Operations,Special Revenue,Parking Operations,Internal Materials and Services,TP,TPOP,TPOPPO,TRTS000005,TRTS,TR,Portland Bureau of Transportation
TRTS000005,SPEC_REV,TPOPPO,CAPITAL,0,0,0,0,0,0,0,0,0,975000,Parking Operations,Special Revenue,Parking Operations,Capital Outlay,TP,TPOP,TPOPPO,TRTS000005,TRTS,TR,Portland Bureau of Transportation
TRTS000005,SPEC_REV,TPOPPO,FNDXFER,0,35600,0,0,0,0,0,0,0,0,Parking Operations,Special Revenue,Parking Operations,Fund Transfers - Expense,TP,TPOP,TPOPPO,TRTS000005,TRTS,TR,Portland Bureau of Transportation
TRTS000005,SPEC_REV,TPOPSG,PERSONAL,0,0,0,0,0,0,-354,0,0,0,Parking Operations,Special Revenue,Traffic Signals,Personnel Services,TP,TPOP,TPOPSG,TRTS000005,TRTS,TR,Portland Bureau of Transportation
TRTS000005,ENTERPRISE,TPCIPR,PERSONAL,20820,3471,0,0,0,0,0,0,0,0,Parking Operations,Enterprise,Preservation and Rehabilitation,Personnel Services,TP,TPCI,TPCIPR,TRTS000005,TRTS,TR,Portland Bureau of Transportation
